0.147788;0.000429687;0.000779144;-6.9089e-05;0.000710055
0.100264;0.000917969;0.00113019;-0.000110707;0.00172954
0.148038;0.00111328;0.00202443;-0.000333437;0.00342053
0.100028;0.000110677;0.000135757;-0.000213436;0.00334285
0.100093;6.51042e-05;7.99442e-05;-0.000205558;0.00321724
0.1518;0.00310547;0.00581015;-0.000822212;0.00820517
0.148081;0.052347;0.104021;-0.00997114;0.102255
0.147885;0.0827506;0.173277;-0.0244483;0.251084
0.15198;0.0620085;0.128628;-0.0346251;0.345086
0.100047;0.0413542;0.0544655;-0.0239845;0.375567
0.100277;0.0313965;0.0407356;-0.0250475;0.391255
0.147751;0.0234017;0.0441236;-0.0385966;0.396782
0.100077;0.0070931;0.00880881;-0.0243543;0.381237
0.151809;0.032806;0.0645951;-0.0406087;0.405223
0.148016;0.0267578;0.0508356;-0.0405025;0.415556
0.100058;0.00672526;0.00834512;-0.0254488;0.398453
0.147828;0.000973307;0.00176696;-0.0354982;0.364721
0.101001;0.00380859;0.00474682;-0.02239;0.347078
0.151345;0.00641602;0.0120358;-0.03261;0.326504
0.148807;0.00341797;0.00627213;-0.0297117;0.303065
0.100903;0.00299154;0.0037197;-0.0185733;0.288211
0.148158;0.00511068;0.0093644;-0.0264529;0.271122
0.152075;3.25521e-05;6.0686e-05;-0.0247441;0.246439
0.145777;0.00630208;0.011385;-0.0225509;0.235273
0.10006;0.0077832;0.00967558;-0.0147058;0.230243
0.151993;0.0235254;0.04564;-0.0251593;0.250724
0.147835;0.00953776;0.0175704;-0.0237979;0.244496
0.100115;0.0021582;0.00265881;-0.0148464;0.232309
0.148176;0.00363281;0.00664056;-0.021244;0.217705
0.151897;0.00352539;0.00660478;-0.0204432;0.203867
0.100047;0.00156576;0.00192566;-0.0123534;0.193439
0.147938;0.00246419;0.00448826;-0.0175686;0.180359
0.100163;0.00107747;0.00132559;-0.0109188;0.170765
0.151911;0.00530599;0.00997186;-0.0164736;0.164264
0.147941;0.00751953;0.0138147;-0.0158071;0.162271
0.147873;0.00351562;0.00641191;-0.0149662;0.153717
0.152841;0.00124674;0.00234118;-0.0143112;0.141747
0.147245;0.00967773;0.0177614;-0.0140921;0.145416
0.100037;0.0127409;0.0159698;-0.00968676;0.151699
0.152019;0.00188151;0.00351795;-0.0141576;0.14106
0.147847;0.0115495;0.0213515;-0.0144072;0.148004
0.14803;0.00774414;0.0142413;-0.0144103;0.147835
0.100215;0.00832357;0.0103729;-0.00951292;0.148695
0.15186;0.038929;0.0774965;-0.0206097;0.205582
0.100045;0.0474935;0.063223;-0.0161356;0.252669
0.14787;0.0592285;0.118955;-0.0329712;0.338653
0.100116;0.011084;0.0138645;-0.0211755;0.331342
0.148019;0.0475521;0.0936647;-0.0377455;0.387262
0.15188;0.0553678;0.113445;-0.0456283;0.455079
0.100097;0.0206934;0.02631;-0.0289113;0.452477
0.100181;0.0105501;0.0131934;-0.0279909;0.43768
0.147813;0.0254036;0.0480841;-0.0430813;0.442682
0.100144;0.0204883;0.0260524;-0.0281647;0.44057
0.151883;0.018252;0.0350642;-0.0433445;0.43229
0.148184;0.0165397;0.03091;-0.0411834;0.422016
0.150115;0.0721615;0.150525;-0.0515681;0.520973
0.150512;0.0301986;0.0586876;-0.0523474;0.527314
0.148012;0.0390397;0.0757621;-0.0535576;0.549518
0.151242;0.0560905;0.114589;-0.0602644;0.603842
0.100335;0.0412956;0.0545393;-0.0396354;0.618746
0.147504;0.0396322;0.0767269;-0.0615512;0.633922
0.100109;0.00404622;0.00500049;-0.0383771;0.600545
